STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,9.6,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,12,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,11,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,14,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,15,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,8.7,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,12,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,9.8,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,11,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,8.7,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,7.6,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,2.2,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TO,Tonga,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,8.8,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,196,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,194,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,156,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,367,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,186,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,138,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,102,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,203,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,190,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,199,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,153,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,130,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,203,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,191,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,157,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,207,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,205,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,233,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,270,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,296,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,296,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,296,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,296,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,TV,Tuvalu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,296,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,110,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,123,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,69,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,69,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,86,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,83,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,80,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,77,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,74,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,72,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
DATAFLOW,SPC:DF_SDG_03(3.0),Sustainable Development Goal 03 - Good Health and Well-Being,I,A,Annual,SH_TBS_INCD,3.3.2 Tuberculosis incidence,VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,69,,PER_100000_POP,"per 100,000 population",G,Global,_X,Not Available,WHO Global Tuberculosis Report 2024 (https://www.who.int/teams/global-tuberculosis-programme/data),,,,Data extracted as of 2025-01-07 based on data originally compiled for the 2024 WHO Global TB Report,
